Bloco;Unidade;Tipo;Mês;Data Leitura;Leitura Anterior;Leitura Atual;Consumo;Custo;Custo Adicional;Total;Houve Troca de Medidor?;Validade Medidor;Observação;Imagem
A;201;Água Quente;02/2026;29/01/2026;141,677;143,834;2,157;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943224/photo-f8ab30cb.jpg
A;202;Água Quente;02/2026;29/01/2026;0,697;0,697;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943227/photo-ed4d5c43.jpg
A;203;Água Quente;02/2026;29/01/2026;225,177;230,657;5,48;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943230/photo-04773573.jpg
A;204;Água Quente;02/2026;29/01/2026;244,062;250,186;6,124;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943233/photo-f0765566.jpg
A;205;Água Quente;02/2026;29/01/2026;78,221;80,912;2,691;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943236/photo-e89ce803.jpg
A;206;Água Quente;02/2026;29/01/2026;362,357;370,067;7,71;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943239/photo-320f7600.jpg
A;207;Água Quente;02/2026;29/01/2026;128,134;129,921;1,787;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943242/photo-665ddc99.jpg
A;208;Água Quente;02/2026;29/01/2026;59,867;60,532;0,665;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943245/photo-5d3d65d2.jpg
A;209;Água Quente;02/2026;29/01/2026;143,844;147,275;3,431;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943248/photo-69ed9bac.jpg
A;210;Água Quente;02/2026;29/01/2026;64,171;65,187;1,016;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943251/photo-8061d142.jpg
A;211;Água Quente;02/2026;29/01/2026;562,82;572,832;10,012;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943254/photo-1befafa5.jpg
A;212;Água Quente;02/2026;29/01/2026;305,809;305,81;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943257/photo-dbaf72ba.jpg
A;301;Água Quente;02/2026;29/01/2026;107,267;109,344;2,077;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943260/photo-cd3edcf7.jpg
A;302;Água Quente;02/2026;29/01/2026;420,764;429,412;8,648;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943263/photo-c8a5b3f2.jpg
A;303;Água Quente;02/2026;29/01/2026;165,178;171,543;6,365;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943266/photo-60964407.jpg
A;304;Água Quente;02/2026;29/01/2026;125,921;129,12;3,199;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943269/photo-0572cdb7.jpg
A;305;Água Quente;02/2026;29/01/2026;396,637;404,087;7,45;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943272/photo-e84ec1b6.jpg
A;306;Água Quente;02/2026;29/01/2026;410,872;417,389;6,517;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943275/photo-60403b01.jpg
A;307;Água Quente;02/2026;29/01/2026;55,221;55,222;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943278/photo-9e6f7ce8.jpg
A;308;Água Quente;02/2026;29/01/2026;84,796;85,798;1,002;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943281/photo-306ba312.jpg
A;309;Água Quente;02/2026;29/01/2026;134,444;139,884;5,44;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943284/photo-a0d625b4.jpg
A;310;Água Quente;02/2026;29/01/2026;365,644;365,644;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943287/photo-0fcf40f3.jpg
A;311;Água Quente;02/2026;29/01/2026;47,692;48,05;0,358;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943290/photo-32836539.jpg
A;312;Água Quente;02/2026;29/01/2026;77,848;80,188;2,34;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943293/photo-d7a55037.jpg
A;401;Água Quente;02/2026;29/01/2026;154,147;161,067;6,92;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943296/photo-f1dac0e7.jpg
A;402;Água Quente;02/2026;29/01/2026;293,883;298,479;4,596;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943299/photo-20d1dd93.jpg
A;403;Água Quente;02/2026;29/01/2026;115,654;118,837;3,183;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943302/photo-40468d96.jpg
A;404;Água Quente;02/2026;29/01/2026;0,728;0,728;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943305/photo-46bc3ed9.jpg
A;405;Água Quente;02/2026;29/01/2026;234,872;236,792;1,92;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943308/photo-d4c1c52b.jpg
A;406;Água Quente;02/2026;29/01/2026;19,37;19,37;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943311/photo-e0b044c3.jpg
A;407;Água Quente;02/2026;29/01/2026;0,378;0,378;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943314/photo-768b6bf9.jpg
A;408;Água Quente;02/2026;29/01/2026;0,279;0,279;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943317/photo-3a491a17.jpg
A;409;Água Quente;02/2026;29/01/2026;103,207;104,249;1,042;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943320/photo-a212d2d3.jpg
A;410;Água Quente;02/2026;29/01/2026;145,42;145,421;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943323/photo-5675b6ff.jpg
A;411;Água Quente;02/2026;29/01/2026;119,769;121,427;1,658;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943326/photo-13ab378f.jpg
A;412;Água Quente;02/2026;29/01/2026;543,103;543,103;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943329/photo-82360866.jpg
A;501;Água Quente;02/2026;29/01/2026;119,048;119,074;0,026;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943332/photo-2272941a.jpg
A;502;Água Quente;02/2026;29/01/2026;446,497;447,992;1,495;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943335/photo-dab349e6.jpg
A;503;Água Quente;02/2026;29/01/2026;130,069;139,232;9,163;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943338/photo-60ca32c0.jpg
A;504;Água Quente;02/2026;29/01/2026;30,962;32,322;1,36;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943341/photo-0d525a94.jpg
A;505;Água Quente;02/2026;29/01/2026;148,624;150,91;2,286;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943344/photo-2412f689.jpg
A;506;Água Quente;02/2026;29/01/2026;202,169;205,602;3,433;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943347/photo-7c63b18a.jpg
A;507;Água Quente;02/2026;29/01/2026;332,513;332,513;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943350/photo-73b6e536.jpg
A;508;Água Quente;02/2026;29/01/2026;200,499;205,95;5,451;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943353/photo-8a4169e5.jpg
A;509;Água Quente;02/2026;29/01/2026;176,696;179,366;2,67;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943356/photo-d639b591.jpg
A;510;Água Quente;02/2026;29/01/2026;132,037;133,796;1,759;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943359/photo-f018ff92.jpg
A;511;Água Quente;02/2026;29/01/2026;97,697;100,472;2,775;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943362/photo-d15b6b1c.jpg
A;512;Água Quente;02/2026;29/01/2026;268,714;268,787;0,073;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943365/photo-f6e91881.jpg
A;601;Água Quente;02/2026;29/01/2026;144,579;144,563;-0,016;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943368/photo-7a0521e2.jpg
A;612;Água Quente;02/2026;29/01/2026;346,676;348,023;1,347;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943371/photo-1c46476a.jpg
A;701;Água Quente;02/2026;30/01/2026;254,35;259,731;5,381;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943374/photo-239e760c.jpg
A;702;Água Quente;02/2026;30/01/2026;179,285;179,83;0,545;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943377/photo-4bf0e1be.jpg
A;703;Água Quente;02/2026;30/01/2026;1,851;1,852;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943380/photo-3a96b0ca.jpg
A;704;Água Quente;02/2026;30/01/2026;0,46;0,46;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943383/photo-3012cb65.jpg
A;705;Água Quente;02/2026;30/01/2026;228,318;235,634;7,316;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943386/photo-298391ea.jpg
A;706;Água Quente;02/2026;30/01/2026;1,346;1,346;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943389/photo-286697a9.jpg
A;707;Água Quente;02/2026;30/01/2026;74,717;76,024;1,307;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943392/photo-136dd58b.jpg
A;708;Água Quente;02/2026;30/01/2026;214,816;215,659;0,843;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943395/photo-b917358f.jpg
A;709;Água Quente;02/2026;30/01/2026;104,762;105,46;0,698;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943398/photo-c511d364.jpg
A;710;Água Quente;02/2026;30/01/2026;310,05;313,91;3,86;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943401/photo-b64bdb0c.jpg
A;711;Água Quente;02/2026;30/01/2026;363,625;366,316;2,691;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943404/photo-8be7907b.jpg
A;712;Água Quente;02/2026;30/01/2026;56,596;59,225;2,629;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943407/photo-3e2cd7f6.jpg
A;801;Água Quente;02/2026;30/01/2026;164,322;147,686;-16,636;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943410/photo-e810c004.jpg
A;802;Água Quente;02/2026;30/01/2026;162,322;164,853;2,531;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943413/photo-9ab8e733.jpg
A;803;Água Quente;02/2026;30/01/2026;190,612;194,002;3,39;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943416/photo-31d9301b.jpg
A;804;Água Quente;02/2026;30/01/2026;162,633;162,636;0,003;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943419/photo-b30fc655.jpg
A;805;Água Quente;02/2026;30/01/2026;239,846;243,803;3,957;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943422/photo-b80112f3.jpg
A;806;Água Quente;02/2026;30/01/2026;67,198;71,088;3,89;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943425/photo-d71c7adb.jpg
A;807;Água Quente;02/2026;30/01/2026;279,642;283,64;3,998;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943428/photo-27a4beb9.jpg
A;808;Água Quente;02/2026;30/01/2026;143,097;144,12;1,023;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943431/photo-93019837.jpg
A;809;Água Quente;02/2026;30/01/2026;218,851;221,487;2,636;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943434/photo-d6aebaa1.jpg
A;810;Água Quente;02/2026;30/01/2026;196,12;199,652;3,532;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/943437/photo-a64d54b1.jpg
A;811;Água Quente;02/2026;30/01/2026;401,03;404,953;3,923;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944018/photo-e7c54ab1.jpg
A;812;Água Quente;02/2026;30/01/2026;119,617;121,544;1,927;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944021/photo-24039810.jpg
A;901;Água Quente;02/2026;30/01/2026;58,767;59,683;0,916;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944024/photo-3130f969.jpg
A;902;Água Quente;02/2026;30/01/2026;100,313;104,059;3,746;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944027/photo-658fa4ad.jpg
A;903;Água Quente;02/2026;30/01/2026;464,708;468,932;4,224;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944030/photo-65bb1039.jpg
A;904;Água Quente;02/2026;30/01/2026;134,941;135,12;0,179;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944033/photo-7e30501f.jpg
A;905;Água Quente;02/2026;30/01/2026;240,24;242,494;2,254;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944036/photo-f562cfa6.jpg
A;906;Água Quente;02/2026;30/01/2026;47,402;53,45;6,048;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944039/photo-cda37817.jpg
A;907;Água Quente;02/2026;30/01/2026;178,506;181,817;3,311;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944042/photo-8cfb6ce8.jpg
A;908;Água Quente;02/2026;30/01/2026;84,162;84,163;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944045/photo-fa6a6254.jpg
A;909;Água Quente;02/2026;30/01/2026;242,637;246,403;3,766;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944048/photo-9827392f.jpg
A;910;Água Quente;02/2026;30/01/2026;141,645;143,731;2,086;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944051/photo-ee5cae98.jpg
A;911;Água Quente;02/2026;30/01/2026;97,074;100,805;3,731;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944054/photo-14cf7bf4.jpg
A;912;Água Quente;02/2026;30/01/2026;75,091;79,764;4,673;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944057/photo-c382a8b8.jpg
A;1001;Água Quente;02/2026;29/01/2026;150,881;153,755;2,874;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944060/photo-b0837237.jpg
A;1002;Água Quente;02/2026;29/01/2026;0,283;0,283;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944063/photo-bbc2e7ef.jpg
A;1003;Água Quente;02/2026;29/01/2026;61,203;65,509;4,306;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944066/photo-615d1dc3.jpg
A;1004;Água Quente;02/2026;29/01/2026;104,356;107,841;3,485;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944069/photo-4013f7e6.jpg
A;1005;Água Quente;02/2026;29/01/2026;144,482;146,122;1,64;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944072/photo-97f89c3a.jpg
A;1006;Água Quente;02/2026;29/01/2026;2,072;5,519;3,447;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944075/photo-6891c63b.jpg
A;1007;Água Quente;02/2026;29/01/2026;221,726;226,019;4,293;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944078/photo-e51fbd73.jpg
A;1008;Água Quente;02/2026;29/01/2026;140,391;144,087;3,696;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944081/photo-5daa7fd2.jpg
A;1009;Água Quente;02/2026;29/01/2026;224,625;225,054;0,429;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944084/photo-f157f072.jpg
A;1010;Água Quente;02/2026;29/01/2026;179,913;180,985;1,072;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944087/photo-e9505862.jpg
A;1011;Água Quente;02/2026;29/01/2026;246,499;249,346;2,847;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944090/photo-8223da81.jpg
A;1012;Água Quente;02/2026;29/01/2026;40,296;40,804;0,508;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944093/photo-993291c9.jpg
A;1101;Água Quente;02/2026;29/01/2026;345,67;345,67;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944096/photo-c73c66e2.jpg
A;1102;Água Quente;02/2026;29/01/2026;203,778;203,786;0,008;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944099/photo-252d7c38.jpg
A;1103;Água Quente;02/2026;29/01/2026;157,737;160,924;3,187;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944102/photo-47e6da1c.jpg
A;1104;Água Quente;02/2026;29/01/2026;140,859;142,655;1,796;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944105/photo-d114d0cb.jpg
A;1105;Água Quente;02/2026;29/01/2026;34,725;34,825;0,1;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944108/photo-10689efa.jpg
A;1106;Água Quente;02/2026;29/01/2026;201,447;203,939;2,492;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944111/photo-6dd4ff6a.jpg
A;1107;Água Quente;02/2026;29/01/2026;201,451;204,557;3,106;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944114/photo-5c42ed35.jpg
A;1108;Água Quente;02/2026;29/01/2026;344,553;350,297;5,744;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944117/photo-47d56146.jpg
A;1109;Água Quente;02/2026;29/01/2026;173,222;176,364;3,142;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944120/photo-581d9f1e.jpg
A;1110;Água Quente;02/2026;29/01/2026;223,302;223,302;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944123/photo-7c8fa58c.jpg
A;1111;Água Quente;02/2026;29/01/2026;33,026;34,278;1,252;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944126/photo-b8b98ab2.jpg
A;1112;Água Quente;02/2026;29/01/2026;229,324;231,712;2,388;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944129/photo-67241e71.jpg
A;1201;Água Quente;02/2026;29/01/2026;76,766;78,009;1,243;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944132/photo-7470d9ab.jpg
A;1202;Água Quente;02/2026;29/01/2026;73,028;76,054;3,026;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944135/photo-fad1635e.jpg
A;1203;Água Quente;02/2026;29/01/2026;51,618;53,024;1,406;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944138/photo-b733aaeb.jpg
A;1204;Água Quente;02/2026;29/01/2026;116,566;116,566;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944141/photo-53dcfb7d.jpg
A;1205;Água Quente;02/2026;29/01/2026;160,407;162,921;2,514;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944144/photo-c2580a0f.jpg
A;1206;Água Quente;02/2026;29/01/2026;126,102;129,64;3,538;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944147/photo-8751317d.jpg
A;1207;Água Quente;02/2026;29/01/2026;41,147;42,39;1,243;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944150/photo-23b42f81.jpg
A;1208;Água Quente;02/2026;29/01/2026;131,043;132,382;1,339;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944153/photo-40230a48.jpg
A;1209;Água Quente;02/2026;29/01/2026;75,454;76,06;0,606;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944156/photo-cde39003.jpg
A;1210;Água Quente;02/2026;29/01/2026;76,825;77,448;0,623;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944159/photo-6dd73c7f.jpg
A;1211;Água Quente;02/2026;29/01/2026;114,646;116,027;1,381;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944162/photo-2f6de811.jpg
A;1212;Água Quente;02/2026;29/01/2026;204,609;208,033;3,424;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944165/photo-254ae719.jpg
A;1301;Água Quente;02/2026;29/01/2026;2,261;2,325;0,064;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944168/photo-a4736785.jpg
A;1302;Água Quente;02/2026;29/01/2026;111,327;115,03;3,703;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944171/photo-73917d6b.jpg
A;1303;Água Quente;02/2026;29/01/2026;121,771;124,802;3,031;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944174/photo-e41cef65.jpg
A;1304;Água Quente;02/2026;29/01/2026;56,932;56,949;0,017;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944177/photo-e95a6c81.jpg
A;1305;Água Quente;02/2026;29/01/2026;0,95;0,95;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944180/photo-93fa9af7.jpg
A;1306;Água Quente;02/2026;29/01/2026;93,489;94,768;1,279;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944183/photo-2e423015.jpg
A;1307;Água Quente;02/2026;29/01/2026;99999,895;99999,895;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944186/photo-b8ed67cd.jpg
A;1308;Água Quente;02/2026;29/01/2026;134,041;134,042;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944189/photo-3b5418fd.jpg
A;1309;Água Quente;02/2026;29/01/2026;66,113;67,766;1,653;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944192/photo-df969505.jpg
A;1310;Água Quente;02/2026;29/01/2026;176,392;179,26;2,868;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944195/photo-6a8c38de.jpg
A;1311;Água Quente;02/2026;29/01/2026;39,011;39,057;0,046;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944198/photo-ee514918.jpg
A;1312;Água Quente;02/2026;29/01/2026;279,259;279,259;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944201/photo-311dfd43.jpg
B;201;Água Quente;02/2026;05/02/2026;112,829;115,479;2,65;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944204/photo-3bbd8015.jpg
B;202;Água Quente;02/2026;05/02/2026;409,846;419,652;9,806;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944207/photo-423fa07d.jpg
B;203;Água Quente;02/2026;05/02/2026;3,409;6,253;2,844;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944210/photo-4d4bc5be.jpg
B;204;Água Quente;02/2026;05/02/2026;194,763;198,683;3,92;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944213/photo-2d3f9e1e.jpg
B;205;Água Quente;02/2026;05/02/2026;20,804;20,804;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944216/photo-c1b31b57.jpg
B;206;Água Quente;02/2026;05/02/2026;126,704;137,616;10,912;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944219/photo-dc7a05ca.jpg
B;207;Água Quente;02/2026;05/02/2026;81,465;90,028;8,563;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944222/photo-3dafb94b.jpg
B;208;Água Quente;02/2026;05/02/2026;58,884;59,472;0,588;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944225/photo-f7248f9c.jpg
